# Feature / Sample,PRISM|7122,PRISM|7147,PRISM|7150,PRISM|7153,PRISM|7184,PRISM|7238,PRISM|7406,PRISM|7408,PRISM|7421,PRISM|7445,PRISM|7486,PRISM|7496,PRISM|7506,PRISM|7547,PRISM|7658,PRISM|7662,PRISM|7744,PRISM|7759,PRISM|7762,PRISM|7776,PRISM|7791,PRISM|7843,PRISM|7847,PRISM|7852,PRISM|7855,PRISM|7858,PRISM|7860,PRISM|7861,PRISM|7862,PRISM|7870,PRISM|7874,PRISM|7875,PRISM|7879,PRISM|7897,PRISM|7899,PRISM|7904,PRISM|7906,PRISM|7908,PRISM|7909,PRISM|7910,PRISM|7911,PRISM|7912,PRISM|7938,PRISM|7941,PRISM|7947,PRISM|7948,PRISM|7955,PRISM|7971,PRISM|7989,PRISM|8095,PRISM|8096,PRISM|8101,PRISM|8106,PRISM|8129,PRISM|8226,PRISM|8244,PRISM|8264,PRISM|8275,PRISM|8283,PRISM|8332,PRISM|8336,PRISM|8361,PRISM|8374,PRISM|8377,PRISM|8406,PRISM|8441,PRISM|8444,PRISM|8447,PRISM|8452,PRISM|8458,PRISM|8462,PRISM|8464,PRISM|8466,PRISM|8467,PRISM|8475,PRISM|8480,PRISM|8483,PRISM|8485,PRISM|8496,PRISM|8502,PRISM|8503,PRISM|8511,PRISM|8513,PRISM|8515,PRISM|8523,PRISM|8534,PRISM|8537,PRISM|8550,PRISM|8564,PRISM|8565,PRISM|8573,PRISM|8577,PRISM|8589,PRISM|8591,PRISM|8592,PRISM|8605,PRISM|8624,PRISM|8628,PRISM|8629,PRISM|8667,PRISM|8675,PRISM|8683,PRISM|8692,PRISM|8696,PRISM|8728,PRISM|8734,PRISM|8735,PRISM|8746,PRISM|8749,PRISM|8753,PRISM|8754,PRISM|8758,PRISM|8764,PRISM|8765,PRISM|8774,PRISM|8776,PRISM|8778,PRISM|8783,PRISM|8784,PRISM|8785,PRISM|8788,PRISM|8789,PRISM|8794,PRISM|8795,PRISM|8800,PRISM|8802,PRISM|8803,PRISM|8805,PRISM|8806,PRISM|8807,PRISM|8809,PRISM|8815,PRISM|8841,PRISM|8843,PRISM|8844,PRISM|8846,PRISM|8847,PRISM|8849,PRISM|8878,PRISM|8882,PRISM|8892,PRISM|8894,PRISM|8898,PRISM|8924,PRISM|8932,PRISM|8982,PRISM|8998,PRISM|9010,PRISM|9018,PRISM|9030,PRISM|9033,PRISM|9074,PRISM|9079,PRISM|9126,PRISM|9148,Validation|LLDeep_0001,Validation|LLDeep_0003,Validation|LLDeep_0010,Validation|LLDeep_0011,Validation|LLDeep_0012,Validation|LLDeep_0015,Validation|LLDeep_0018,Validation|LLDeep_0021,Validation|LLDeep_0022,Validation|LLDeep_0024,Validation|LLDeep_0026,Validation|LLDeep_0027,Validation|LLDeep_0028,Validation|LLDeep_0029,Validation|LLDeep_0030,Validation|LLDeep_0033,Validation|LLDeep_0034,Validation|LLDeep_0037,Validation|LLDeep_0039,Validation|LLDeep_0043,Validation|LLDeep_0047,Validation|LLDeep_0052,Validation|UMCGIBD00072,Validation|UMCGIBD00122,Validation|UMCGIBD00030,Validation|UMCGIBD00167,Validation|UMCGIBD00208,Validation|UMCGIBD00032,Validation|UMCGIBD00529,Validation|UMCGIBD00371,Validation|UMCGIBD00145,Validation|UMCGIBD00613,Validation|UMCGIBD00004,Validation|UMCGIBD00053,Validation|UMCGIBD00269,Validation|UMCGIBD00250,Validation|UMCGIBD00327,Validation|UMCGIBD00249,Validation|UMCGIBD00461,Validation|UMCGIBD00266,Validation|UMCGIBD00347,Validation|UMCGIBD00645,Validation|UMCGIBD00361,Validation|UMCGIBD00485,Validation|UMCGIBD00041,Validation|UMCGIBD00126,Validation|UMCGIBD00082,Validation|UMCGIBD00442,Validation|UMCGIBD00412,Validation|UMCGIBD00539,Validation|UMCGIBD00077,Validation|UMCGIBD00141,Validation|UMCGIBD00389,Validation|UMCGIBD00112,Validation|UMCGIBD00508,Validation|UMCGIBD00588,Validation|UMCGIBD00106,Validation|UMCGIBD00393,Validation|UMCGIBD00458,Validation|UMCGIBD00254,Validation|UMCGIBD00593,Validation|UMCGIBD00233,Validation|UMCGIBD00238,Validation|UMCGIBD00027,Validation|UMCGIBD00064
SRA_metagenome_name,G36386,G48796,G48780,G36390,G36356,G36387,G48804,G48815,G36378,G36381,G36379,G72672,G48799,G48823,G36351,G72717,G36371,G36380,G72673,G72674,G36368,G36369,G72718,G72675,G72719,G72720,G72721,G72722,G72723,G72724,G72725,G36348,G72726,G72676,G72727,G72733,G72734,G72728,G72729,G72735,G72730,G72731,G36382,G36349,G36374,G36350,G72732,G36347,G36383,G36370,G72677,G72678,G72679,G72680,G36389,G48787,G36384,G48781,G48798,G48783,G36385,G36392,G36357,G36372,G48827,G72681,G72682,G72683,G36354,G72684,G36352,G72685,G36365,G36353,G36355,G72686,G36394,G36366,G36358,G72687,G72688,G72689,G72690,G72691,G36360,G36361,G35127,G36359,G36362,G48806,G36367,G35128,G72714,G36363,G36395,G72692,G36375,G72693,G36396,G72694,G35152,G72715,G72695,G72696,G48791,G48784,G48840,G48805,G48820,G48777,G48789,G48786,G48792,G48790,G48831,G48793,G48794,G48795,G48826,G48802,G48808,G72716,G48807,G72697,G48810,G48817,G48812,G48814,G48819,G48841,G48822,G48821,G48842,G48839,G72698,G48832,G48838,G48836,G72671,G72699,G72670,G72701,G72702,G72703,G72704,G72705,G72713,G72706,G72708,G72709,G72710,G72711,G72712,G72736,G72737,G83321,G83168,G83192,G82952,G82627,G83955,G83885,G84147,G83001,G83234,G82738,G83335,G82708,G83327,G82698,G83913,G82666,G82589,G82786,G83901,G83831,G84104,G85420,G85171,G85128,G85127,G85384,G85185,G85117,G85182,G85404,G85246,G85364,G85199,G85379,G85129,G85089,G85161,G85315,G85361,G85165,G85245,G85291,G85408,G85226,G85180,G85387,G85230,G85401,G85373,G85163,G85369,G85385,G85213,G85181,G85257,G85419,G85340,G85418,G85122,G85136,G85405,G85166,G85210,G85342
Faecalibacterium_prausnitzii,0.0001741,0.0842688,0.0232824,0.0009593,0.102199,0.0001414,0.0001725,0.0002856,0.132732,0.0002187,0.237163,0.0360032,0.107568,0.0179681,0.140558,0.0651198,0.0023308,0.120708,0.229172,0.0564614,0.0057231,0.0063957,0.0947886,0.136868,0.0605239,0.169868,0.0539788,0.0206204,0.120891,0.0235496,0.0130388,0.409872,0.086753,0.0372482,0.0724765,0.0867499,0.159948,0.141878,0.0316526,0.0895628,0.0253559,0.0512996,0.0001374,0.0000787,0.0000582,0.0000928,0.0583752,0.0000294,0.0002518,0.0001241,0.203485,0.0629414,0.0000065,0.148843,0.0000948,0.0173742,0.0007563,0.0006697,0.0258925,0.0720169,0.0000459,0.0000576,0.0000538,0.0025831,0.0002527,0.0111125,0.0308114,0.0829865,0.0069472,0.0002383,0.0451133,0,0.016119,0.102807,0.0670355,0,0.0000865,0.0004935,0.0001705,0.0007092,0.0826273,0.0009745,0.0326382,0.004286,0.142079,0.0000312,0.0001183,0.0000818,0.0275366,0.0011109,0.146243,0.116206,0.0089578,0.0001396,0.0099918,0.163915,0.000113,0.0515786,0.0000585,0.0000027,0.0001698,0.078286,0.120429,0.11389,0.104578,0.044122,0.100592,0.0003352,0.0002058,0.0019178,0.117087,0.0000663,0.0423659,0.101921,0.136046,0.0378938,0.0341572,0.0002679,0.0010532,0.0885819,0.0718428,0.0817057,0.106987,0.131479,0.0619569,0.0003725,0.206441,0.0003176,0.0001054,0.0001359,0.000139,0.0001101,0.0034625,0.0001655,0.000029,0.0992781,0.0001787,0.000162,0.0875038,0.34402,0.0352941,0.164909,0.0189532,0.0633121,0.000017,0.0146799,0.164297,0.174397,0.117588,0.0001878,0.0911562,0,0.0285587,0.0557419,0.107028,0.0791464,0.154411,0.0448258,0.0526223,0.0924781,0.0867251,0.0467649,0.0214026,0.0341064,0.0539116,0.0440515,0.070372,0.0609551,0.067534,0.0660105,0.0021831,0.0562585,0.0224002,0.0016232,0.0677251,0.0506361,0.095651,0.0015936,0.102654,0,0.0372808,0.0132429,0.0610464,0.0734629,0.117795,0,0.108656,0.191358,0.0528401,0.0224221,0.177842,0.133871,0.106178,0,0.0693144,0.0354006,0.0228926,0.0577086,0,0.0026603,0,0,0.0648592,0.0386122,0.0651831,0.0000037,0.194283,0.0380084,0.0429602,0.0399632,0.0722096,0,0.0010792,0.0003313,0,0.287851,0.0825383,0.0678692,0.0411285,0
Ruminococcaceae_bacterium_D16,0,0.0043927,0.0000323,0.0000247,0.0051294,0,0,0.0000105,0,0,0,0,0.0037963,0.0001576,0,0.0000761,0.0002944,0.0046829,0,0.003343,0.0000876,0,0,0.0001306,0,0,0,0,0.0000675,0.0000158,0.0022584,0,0,0,0.0000453,0.000127,0.0000035,0.0004181,0.0025512,0.0002414,0,0,0,0,0,0,0,0,0,0,0,0.0000182,0,0,0,0.0000893,0,0,0.0000479,0.0001326,0,0,0.0000127,0,0,0.0000047,0.0006049,0.0217218,0,0.0308496,0.0000043,0,0.0000051,0.000366,0,0,0,0,0.0236059,0,0.0000968,0,0.00145,0.0000927,0.0067249,0,0,0,0.0574751,0,0,0.00031,0.0000175,0,0,0.0039909,0.0000131,0.000194,0,0.0000975,0,0,0.0011298,0.0000028,0.000158,0.0000576,0,0,0,0,0.0000484,0,0.0000036,0.000014,0.0005296,0.0000019,0.0000738,0.0027914,0.0009699,0.0001138,0.0000142,0.0000041,0.0000178,0.020284,0,0.0019662,0.0220198,0,0,0,0,0,0,0.000016,0,0,0.0000361,0,0,0,0,0.0001048,0.0001283,0.0081577,0,0.0001227,0,0.001805,0,0,0.00005,0,0.0000082,0.000039,0.0095195,0,0,0.0032311,0.000034,0,0.0002209,0,0.00009,0,0,0,0,0.0000478,0,0,0.0001815,0,0,0,0,0,0,0,0.0006192,0,0.0001215,0,0,0,0,0,0.0000083,0,0,0,0.000678,0.0001919,0.0002061,0,0.0000319,0.0000132,0,0,0.001154,0,0,0,0.000267,0.0022804,0.0000668,0,0.0034357,0.0004985,0.0000253,0,0.0026494,0,0,0,0,0.0009743,0.0007365,0,0,0
Ruminococcus_bromii,0,0.0000531,0.0000849,0.0032427,0.0952192,0,0.0000247,0.000011,0.0376164,0.0000972,0,0.104743,0.0000189,0.0204151,0.0000154,0.0000501,0,0,0,0.0095107,0,0,0.0000104,0.000082,0.11979,0,0.0000673,0,0.0000575,0,0.191927,0,0.0000465,0,0.0437329,0,0,0,0.059688,0.0462734,0.189452,0.056279,0.0000368,0,0,0,0.0782253,0,0.0000695,0,0,0,0,0,0,0.0000473,0.0003069,0.0528114,0.0612816,0.109986,0.0000289,0.0000162,0,0,0.0248077,0.0725209,0.112287,0,0.0055332,0,0,0,0.0257773,0.0001293,0,0,0.0000868,0.0000172,0,0,0.123595,0.175033,0.178546,0.0001511,0.0283373,0,0,0,0,0.0001027,0.0057183,0.146651,0.0470318,0,0,0.0003361,0,0.139723,0.0000092,0,0,0,0.0821498,0.0000538,0.0084685,0.0000176,0.0000338,0.000032,0.0000218,0.000025,0.0443722,0,0.0254617,0.0000359,0.0000647,0.001857,0.0361945,0.0000246,0.0602896,0.0289465,0.0037142,0.000034,0.0000244,0,0.0451699,0.0000239,0.000023,0.0000608,0.0000123,0.0000104,0.0000179,0.0000278,0.0000209,0.0000079,0.000002,0.0000146,0.0000092,0.0000155,0,0,0,0,0,0.127967,0,0,0,0.0583331,0,0,0.0040512,0,0,0,0,0.0436845,0.140458,0.0867091,0,0.0000405,0.0813452,0.0399987,0.0006649,0.219482,0.118101,0.0692127,0,0.185564,0.0001283,0.0000373,0.0584503,0.13128,0.0000333,0.000139,0.0000469,0.049142,0.0000851,0,0,0,0.0051037,0,0,0.0486561,0,0,0,0,0,0,0,0.0000503,0,0,0,0.038709,0,0,0.0815357,0,0,0,0.222752,0.209295,0,0,0.0956353,0.0965327,0.0009835,0,0.0615416,0,0,0,0,0.0000504,0,0,0.170775,0
Ruminococcus_callidus,0,0.0385066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122874,0,0.0274826,0,0,0,0.0017184,0,0,0.0102859,0,0.0011022,0,0,0.0099593,0.0009576,0.0016863,0,0.000256,0,0,0,0,0.0079853,0,0,0,0,0,0,0,0,0,0,0,0.004395,0,0,0,0,0,0,0.0028737,0,0.0187638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000858,0,0.0009833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125059,0,0,0,0,0,0.0004786,0,0,0,0,0.0007361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153016,0,0.0008746,0,0.0349163,0,0,0,0,0,0,0,0,0.0243804,0.000257,0.0011998,0.0219789,0.0071103,0.0000601,0.0008536,0.0012847,0,0,0.0001129,0,0.0016566,0,0.000219,0.0001055,0,0,0.0000029,0,0,0,0,0,0.0000701,0,0,0,0,0,0.023656,0,0,0.0290519,0,0.0003639,0,0,0,0,0,0.0893614,0,0,0,0,0,0,0,0,0,0.0087943,0,0.0000492,0,0,0,0.000485,0,0.0021057,0,0,0,0
Ruminococcus_lactaris,0,0.0131336,0.0000044,0,0,0,0.0000129,0.0000024,0,0,0,0,0.0455113,0,0,0,0,0,0,0,0.0340082,0,0,0.0057081,0.0179648,0.0211966,0.0170278,0.0138689,0,0,0.0102694,0,0.0256068,0,0,0,0.0121836,0.0046522,0.0043617,0.0096087,0.0470027,0.0057177,0,0,0,0,0,0,0,0,0.0016045,0,0,0,0,0.0000134,0,0.000003,0.0000055,0.0000068,0,0,0,0,0.0017364,0,0.0024026,0,0,0,0,0,0.0141158,0.0021107,0.0038462,0,0,0,0,0,0.008411,0,0.0003564,0.0009202,0,0,0,0,0,0.0000187,0,0.0066821,0.0000095,0,0.0191422,0,0,0.0063511,0,0,0,0.0007694,0.0031543,0,0.000004,0,0.0000222,0.0000276,0.000004,0.0000012,0.0086754,0,0.0000086,0.0487108,0.0000063,0.0000186,0.0000044,0,0.0110529,0.0150049,0.0080538,0.0045861,0.0117687,0,0.0000023,0.0089771,0.0000072,0.0000022,0,0,0,0.000003,0.0000047,0.0016914,0,0,0.0000102,0.0000015,0.0165186,0.0029595,0,0.0034552,0,0,0,0,0,0.015208,0.0144882,0,0,0,0.0284295,0.010132,0,0.0036748,0.0242294,0,0.0000043,0,0,0,0.0026118,0.0013019,0.0203509,0.0000201,0,0.0015182,0,0.0028568,0.0007913,0.0048786,0,0.0000097,0,0.000066,0,0,0,0,0.0296104,0.0062546,0,0.0015482,0,0,0.0005472,0.008225,0,0,0,0.0092196,0,0,0,0.0179717,0.0001437,0,0,0,0,0,0.0036578,0,0.0029522,0,0.0091809,0.0036112,0.0405559,0.0000299,0,0,0,0.0161118,0,0,0,0.0050998,0,0
Ruminococcus_sp_5_1_39BFAA,0,0.0636125,0.0121326,0.0444685,0.116156,0,0,0.0386771,0.0693753,0,0.0264224,0.0369876,0.0118698,0.106156,0.0617225,0.0276662,0.041336,0.0771128,0,0.105705,0.0943224,0,0.0544205,0.0335559,0.105944,0.0660647,0.0638638,0.133682,0.0400209,0.180976,0.0205911,0,0.0308126,0.0205364,0.0474797,0.0484866,0.0660109,0.0290232,0.0171915,0.0223734,0.105508,0.0215794,0,0,0,0.140235,0.0227392,0,0,0,0.0448179,0,0,0.138879,0,0.0281184,0,0.0462751,0.0067421,0.0083226,0,0.0896316,0,0.178921,0.0680957,0.0117226,0.0080676,0.0167447,0,0.0783418,0.0831277,0,0.0224812,0.0082473,0.0123565,0,0.0645715,0,0.402824,0,0.0474819,0,0.0295655,0,0,0,0,0,0.0478718,0,0.046915,0.0282207,0.147083,0.204301,0.106977,0,0,0.0131128,0,0,0,0.0190868,0.0172418,0.146237,0.0250302,0.0464299,0.013183,0,0,0.0417983,0.0204468,0,0.0517772,0.0050241,0.0330486,0.0345022,0.0030548,0.0206291,0.0442913,0.0133204,0.0427544,0.0093379,0.0229661,0,0,0.0024187,0,0.154982,0,0,0,0,0.0910357,0.0372632,0,0.113222,0,0,0.0297251,0,0,0.0343313,0.0205197,0.0100422,0,0.0083475,0,0.0128467,0.0406059,0,0,0,0.0191686,0.0520069,0.0478738,0,0.058258,0,0.0243438,0.135148,0.0567036,0.0724897,0.0680455,0.0529269,0.131576,0.183207,0.0458388,0.0311042,0.0451194,0.110077,0.0062284,0.0948046,0.0167567,0.219418,0.0352941,0.0504008,0.148167,0.0337393,0,0,0.0373324,0,0.157452,0.03792,0,0,0.0123847,0.0287847,0.0818383,0,0,0.0159735,0,0,0.0250725,0,0.0731697,0.143905,0.0583326,0,0,0.118565,0.0743988,0.0481756,0.0756442,0.247156,0.1176,0.0414045,0.0636265,0.0503427,0,0,0,0,0,0,0.186748,0,0.145169,0
Subdoligranulum_sp_4_3_54A2FAA,0,0,0.0028854,0,0.0044621,0,0,0.0009262,0,0,0,0,0,0.0021704,0,0,0.0070595,0,0,0,0.0696824,0,0,0,0,0,0.0033653,0.0073678,0,0.0051518,0.0029355,0,0,0,0,0,0,0,0.0037159,0,0,0,0,0,0,0,0,0,0,0,0,0.0026893,0,0,0,0.0133543,0,0,0.0020529,0.0016729,0,0,0.0050068,0.0030407,0.0023219,0,0.0036367,0.0023097,0,0.011025,0,0,0.0169895,0,0,0,0,0,0,0,0,0,0.0018712,0,0,0,0,0,0,0,0.0034182,0,0.0058152,0,0.002621,0,0,0,0,0,0,0,0,0,0.0020304,0.0015315,0,0,0,0,0.0008406,0,0,0,0,0,0.0006039,0.00343,0.0017351,0.0009386,0,0,0,0,0,0.001756,0.0029936,0,0,0,0,0,0,0,0,0,0.0186521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subdoligranulum_unclassified,0.0207848,0.0448844,0.0144256,0.0026967,0.0235076,0.0001011,0.0001086,0.003848,0.007733,0.0708831,0.0020446,0.0027576,0.0232656,0.125388,0.0276447,0.0855291,0.0423191,0.0046436,0.0059405,0.0134282,0.143018,0.0000356,0.0741361,0.0250537,0.0458754,0.0773439,0.0281344,0.0493322,0.0786102,0.128779,0.0759778,0.0110657,0.198644,0.008417,0.10897,0.117767,0.0579764,0.0027905,0.0752737,0.0325795,0.013536,0.0671288,0.0004957,0.0025674,0.0001314,0.0273341,0.0174256,0.000067,0.0002673,0.0001719,0.0082241,0.0875172,0,0.0141071,0.0001595,0.134106,0.0007647,0.0344836,0.0218456,0.050964,0.0000427,0.0044101,0.0148709,0.0264323,0.0113143,0.0278882,0.0409732,0.174375,0.0091756,0.0078146,0.004808,0.0019169,0.131393,0.100067,0.0029628,0.0134486,0.0157643,0.0255813,0.0528384,0,0.120197,0.0318423,0.0733018,0.0224944,0.0355175,0.0000301,0.0000957,0.0004978,0.0256106,0.0051217,0.0124646,0.0252657,0.116403,0.0003135,0.0159199,0.0146749,0.0052864,0.168759,0.0000784,0.0076215,0.0019961,0.0111391,0.0864448,0.0201534,0.0383094,0.0516455,0.0598646,0.0000933,0.0808435,0.0006514,0.0250425,0.0006145,0.0212448,0.167676,0.0475349,0.0030797,0.0831397,0.0268046,0.0435753,0.0691337,0.0258564,0.0653058,0.0267785,0.0206297,0.0015879,0.09919,0.0697451,0.000937,0.0000968,0.0014355,0.0000858,0.0002257,0.0009844,0.0104333,0.0005427,0.0252399,0.048997,0.0000272,0.0176954,0.0067355,0.0000161,0.0752519,0.0184487,0.0525467,0.0000954,0.0564699,0.0004405,0.028087,0.0198381,0.0003088,0.045935,0.006557,0.0054018,0.0208207,0.0340114,0.0274026,0.0293631,0.0092639,0.027929,0.15524,0.274826,0.0484668,0.165748,0.0915268,0.0306684,0.0447216,0.0411225,0.019427,0.010866,0.116881,0.132109,0.0252693,0.106422,0.020912,0.028185,0.0974538,0.0697398,0.0005481,0.0786223,0.0140763,0.0878789,0.195405,0.0017502,0.0290859,0.0017015,0.0131773,0.116635,0.0405352,0.0055841,0.0415194,0.0094639,0.0420431,0.0280211,0,0.0288106,0.022754,0.0003629,0.0047234,0.0282004,0.0039915,0.0027383,0.0072483,0.0156673,0.0082861,0.0656076,0.0086185,0.0526534,0.0078453,0.0312356,0.0838995,0.0728904,0.0106131,0.196399,0.0098697,0.0000596,0.022263,0.0195548,0.005632,0.0941782,0.0063344
Catenibacterium_mitsuokai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068515,0.0205403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060969,0,0,0,0,0,0,0,0,0,0,0,0,0.0104814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprobacillus_unclassified,0.0021139,0.0000316,0.0000138,0.0009193,0.0002237,0.0008606,0.0000086,0.0005802,0.0004147,0.0019299,0.0000073,0,0,0.0000235,0.0003473,0,0.0000573,0.0019068,0.0007983,0,0.0039957,0.0000027,0,0,0.0000125,0,0.0015946,0.0000049,0,0.0015315,0,0.0017716,0,0.0000809,0,0.0003149,0,0.0000517,0.0007198,0,0.0009395,0,0.0015899,0.0008042,0,0.0216624,0,0,0.003041,0.0007159,0.0000693,0,0.0014596,0.0019244,0.0035969,0.0067518,0,0.0008818,0.0000028,0.000003,0,0.0028528,0.0030945,0.0899104,0.0004714,0,0,0,0,0.0003091,0.0014208,0.0036327,0,0.0000431,0.0000351,0,0.0010372,0.0001646,0.0031145,0,0,0.0133456,0.0000453,0,0.0013196,0,0.0079344,0.0826729,0.0059589,0,0.0002923,0,0.0001403,0.0075845,0.0004066,0,0.0047919,0,0.0644038,0.0006121,0.0170295,0,0,0.0010794,0.0000382,0.0000748,0.0000122,0,0.0000159,0.0026398,0.0000039,0.0015673,0.0000108,0,0.0001408,0.0000245,0.0000073,0.0326476,0.0065827,0.0008484,0.0000312,0,0.0003284,0.0001451,0.0000826,0.002392,0.0038536,0.0037331,0,0.0206412,0.0001354,0.0168221,0.0000132,0.0003436,0,0.0003037,0.025271,0.0000035,0,0.0018335,0.0000786,0,0,0,0.0720034,0,0.0017548,0,0,0.0108523,0,0.0002103,0,0,0.0028077,0,0,0.0195488,0.0000797,0,0,0,0,0,0,0,0,0.0002009,0,0,0,0,0,0.0006053,0,0,0,0,0,0.002063,0,0,0.0028127,0.0000331,0.002965,0.0409076,0,0,0.0002821,0,0.0000274,0,0,0,0,0,0,0,0.0008668,0.0057215,0.0021006,0.0009977,0,0,0,0.0033186,0,0,0,0,0,0.0018171,0.0009629,0.0015083,0,0,0.0020373,0,0.0006978,0.0006967
Clostridium_ramosum,0.0023059,0,0,0.0006279,0.0000593,0.0003522,0,0.000254,0.0000448,0.0323707,0,0,0,0.0000059,0.0000937,0,0,0.0008561,0.0002051,0,0.0012284,0,0,0,0,0,0.0009805,0,0,0.000098,0,0,0,0,0,0.0000211,0,0,0.0002377,0,0.0002565,0,0.0010045,0.0000601,0.0054706,0.0042844,0,0,0.0002283,0.0108526,0,0,0.0000142,0.0008509,0.0008292,0.0012304,0,0.0014639,0,0,0,0.0003508,0.0018652,0.0134342,0.0002277,0,0.000051,0,0,0,0.0003996,0.0014808,0.0000173,0,0,0,0.0001705,0.0000112,0,0,0,0.002194,0,0,0,0,0.0044669,0.021454,0,0.48466,0,0,0,0.002407,0.000085,0,0.000028,0.0000121,0,0.0000908,0.0108242,0,0,0.0002577,0,0.0000313,0,0,0,0.0008983,0,0.0020828,0,0,0.0000081,0,0,0.0022136,0.0000029,0.0007699,0,0,0.000079,0.0006132,0.0001874,0.0021155,0.0006864,0.0036743,0,0.0000065,0.0000108,0.0218766,0,0.0001195,0,0.0001123,0,0,0,0,0,0,0,0,0.0361805,0,0.0008863,0,0,0.0059797,0,0,0,0,0.000676,0,0,0.0046317,0,0,0,0,0,0,0,0,0,0.0002435,0,0,0,0,0,0.0000285,0,0,0,0,0,0.0002329,0,0,0.0027758,0.0001052,0.0003952,0.0208387,0,0,0,0,0,0,0,0,0,0,0,0,0.0001827,0.0037862,0.0013445,0.0004368,0,0,0,0.004374,0,0,0,0,0,0.000339,0.0002017,0.0003669,0,0,0.0003926,0,0.0000387,0.0008687
Clostridium_spiroforme,0,0,0,0,0,0,0,0,0,0,0,0,0.0011146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043323,0,0,0,0,0,0,0,0,0,0.004071,0,0,0,0,0,0.0122218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011767,0.0098443,0,0,0,0,0.0011122,0.0008056,0,0,0,0,0,0.0059173,0,0.0104219,0.0035739,0,0,0,0,0.0013413,0,0,0,0.0012897,0.0010592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysipelotrichaceae_bacterium_21_3,0.0000107,0.0000443,0.0001627,0.0001372,0.00011,0.0009759,0,0,0.0000408,0.0018248,0,0.0000827,0.0001469,0.0000577,0,0.0000737,0,0,0.0002681,0,0.0002756,0,0,0,0.0000685,0,0.0001453,0.0000682,0.0000814,0.0002827,0.0002797,0,0.0000212,0,0.0000503,0.0001652,0.0000663,0,0,0,0.0002755,0,0,0,0,0.0011371,0.0000283,0,0,0,0,0.0000031,0.0573291,0.0000551,0,0.0001402,0,0,0.0000704,0.0000282,0,0.0000643,0.00193,0.0021088,0.0000043,0.0000351,0,0.0001327,0,0.0022747,0.0000721,0.013467,0.0001802,0.0002422,0,0,0,0,0,0,0,0.0041638,0.0000439,0.0000769,0.0000724,0,0.0025208,0.0023104,0,0,0.0000345,0.000079,0,0.000005,0,0,0.0005936,0.0002224,0,0.0000319,0.0000217,0,0.000027,0.0002127,0.0003106,0.000046,0,0,0.0000655,0.0000443,0.000011,0.0043021,0.0000039,0,0.000043,0,0.0000171,0.0000373,0.0001299,0.000418,0.0000021,0.0000455,0,0.0000088,0.0000056,0.0024587,0.0000054,0,0,0,0,0.0004749,0,0.0001948,0,0.0000633,0.0000021,0,0.0001395,0,0.0001216,0.0000749,0,0.0001773,0,0.0000119,0.0000671,0.0000715,0,0,0,0,0,0,0.0005133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
